"huc8","population","area_m2","nColleges","nLentic","nLotic","nhdFeatures","padus_area_m2","area_km2","padus_area_km2","popDens","eduDens","parkDens","nSites","siteDens","med_age","med_income","bachDeg25p","vacRecHs","openWater","developed","forest","plantCult","wetland"
"05110004",105347,2799618361.9019,0,39,817,856,30668493.5400718,2799.6183619019,30.6684935400718,37.6290573863908,0,0.0109545265016898,0,0,40.15,37207,0.0616545556176635,0.447058823529412,0.00347222222222222,0.00347222222222222,0.610821759259259,0.376157407407407,0.00405092592592593
"05110005",150472,2390660468.79229,4,71,429,500,4022648.07923008,2390.66046879229,4.02264807923008,62.9416021071429,0.0016731777900777,0.00168265135586662,1,0.000418294447519425,40.6,43146,0.0968639053254438,0.0733609166136219,0.000677048070412999,0.016249153689912,0.270819228165199,0.699729180771834,0.0111712931618145
"05110006",100381,2064761928.83219,2,153,1378,1531,98648390.248178,2064.76192883219,98.648390248178,48.6162586583406,0.000968634675054853,0.0477771257163641,0,0,39.75,39125.5,0.0643865521758114,0.110262436349393,0.00314589068029886,0.0082579630357845,0.537947306331105,0.388124262681871,0.0499410145497444
"05120101",330225,4230820740.48836,3,150,828,978,108583354.848559,4230.82074048836,108.583354848559,78.052231530349,0.000709082275996811,0.0256648441304619,6,0.00141816455199362,39.5,49042,0.116696564158795,0.135008948719944,0.014367816091954,0.0419540229885058,0.0431034482758621,0.898275862068966,0.000574712643678161
"05120102",59752,1450702425.27271,0,41,188,229,51379045.3306427,1450.70242527271,51.3790453306427,41.188322952426,0,0.0354166674264601,5,0.00344660621840491,40.9,45320,0.0797856504912176,0.0552462526766595,0.00837053571428571,0.01171875,0.0318080357142857,0.947544642857143,0.000558035714285714
"05120103",178374,2114791527.74352,5,128,263,391,63704994.7231847,2114.79152774352,63.7049947231847,84.3459024967463,0.0023642992391477,0.0301235341107867,9,0.00425573863046585,41,43709,0.0891432680569259,0.113304815180432,0.00801832760595647,0.0366552119129439,0.0446735395189003,0.910271095838106,0.000381825124093165
"05120104",150920,2114430179.77495,1,86,511,597,1015424.17214851,2114.43017977495,1.01542417214851,71.3762040683998,0.0004729406577551,0.000480235375876345,94,0.0444564218289794,39,52336,0.129782135953608,0.251036934623741,0.00306983883346124,0.0165003837298542,0.0379892555640829,0.941673062164237,0.000767459708365311
"05120105",105438,1732773382.90021,0,45,361,406,12849066.3028531,1732.77338290021,12.8490663028531,60.849272640329,0,0.00741531837322381,2,0.00115421902237009,40.85,52045.5,0.115736391268306,0.318489835430784,0,0.01071761416589,0.0517241379310345,0.93569431500466,0
"05120106",219542,5046864012.0337,1,219,1714,1933,50286257.5341423,5046.8640120337,50.2862575341423,43.5006767522418,0.000198142846253754,0.00996386219526426,29,0.00574614254135888,39.05,49739.5,0.115172752311091,0.564779301826692,0.012987012987013,0.0141093474426808,0.0261343594676928,0.933461600128267,0.0128266794933461
"05120107",197346,2084394451.74527,4,30,407,437,2436414.38436698,2084.39445174527,2.43641438436698,94.677857079672,0.0019190225711121,0.00116888354904561,5,0.00239877821389012,39.45,49325,0.115480516321287,0.0391747797867408,0.00117096018735363,0.0460577673692429,0.0281030444964871,0.923497267759563,0.00078064012490242
"05120108",352020,5892125878.39311,4,143,1587,1730,61527188.3695025,5892.12587839311,61.5271883695025,59.7441411241544,0.000678872122312986,0.0104422732370888,18,0.00305492455040844,37.9,46459,0.140711581140238,0.137663762946704,0.00219991750309363,0.021861680186993,0.144507080984463,0.828406434758697,0.00206242265915028
"05120109",257398,3707960600.07673,7,138,1143,1281,53936229.7911761,3707.96060007673,53.9362297911761,69.4176739619816,0.00188783019966694,0.0145460633508511,73,0.0196873720822409,38.4,42837,0.141245936442646,0.0404142656907024,0.00175169695642654,0.0356908254871907,0.0632800525509087,0.897525728049047,0.00109481059776659
"05120110",118110,2101235212.02916,1,40,581,621,19121025.7765928,2101.23521202916,19.1210257765928,56.2097947549343,0.000475910547412872,0.00909989784443392,4,0.00190364218965149,39.75,53663,0.132313404173601,0.0702058088093864,0.000384024577572965,0.0157450076804915,0.101766513056836,0.880568356374808,0.00153609831029186
"05120111",289228,5252932334.67175,8,719,1003,1722,132526174.344355,5252.93233467175,132.526174344355,55.0602942457422,0.00152295889044608,0.0252289894293178,50,0.00951849306528797,40.3,41581,0.104804607757364,0.123883716511495,0.00524853349799321,0.0276319851806114,0.213800555727076,0.739271380055573,0.0109601728928682
"05120112",229356,6308813717.73265,2,236,1752,1988,30360484.2423641,6308.81371773265,30.3604842423641,36.3548537429996,0.000317016810050747,0.00481239193305512,72,0.0114126051618269,40.4,45550.5,0.139272163430964,0.104880581516096,0.000256476019492177,0.0166709412669915,0.0997691715824571,0.877660938702232,0.0056424724288279
"05120113",152108,3399623010.61209,3,170,644,814,33900771.8005784,3399.62301061209,33.9007718005784,44.7426080848339,0.00088245078664174,0.00997192091439418,11,0.00323565288435305,41,45114,0.120766798576173,0.117294281729428,0.0221323179438363,0.0145168967158496,0.0692527367920038,0.86601618277011,0.0280818657782009
"05120114",150055,5547772836.90529,2,245,2246,2491,25994665.4353219,5547.77283690529,25.9946654353219,27.047790962491,0.000360505027656406,0.00468560379083987,50,0.00901262569141015,41,43359.5,0.105222173553317,0.188969764837626,0.00524704853519895,0.0176359131321965,0.105232473400379,0.85191663022883,0.019967934703396
"05120115",65108,2750767001.97618,1,121,1317,1438,40902642.9107198,2750.76700197618,40.9026429107198,23.6690348376383,0.000363534970167081,0.0148695410703033,18,0.00654362946300745,43,41528,0.0830047318611987,0.15843621399177,0.0017683465959328,0.00501031535514294,0.133804892425582,0.855585027998821,0.00383141762452108
"05120201",1825085,7044192416.81946,38,429,748,1177,112099322.420205,7044.19241681946,112.099322420205,259.090736312403,0.00539451476499523,0.0159137223668883,133,0.0188808016774833,36.4,45791.5,0.19443864231973,0.0420414050568471,0.00781699045867341,0.210369007931946,0.113346361650764,0.667662949764341,0.000114955742039315
"05120202",226990,4333855704.04207,2,236,450,686,214027291.443248,4333.85570404207,214.027291443248,52.3759939188313,0.000461482831127639,0.0493849601969052,14,0.00323037981789347,40,45296,0.109025320369671,0.275456065121012,0.00486253974191135,0.00860295492799701,0.425285206657939,0.557882925004675,0.00243126987095568
"05120203",164323,3128582010.54115,1,371,397,768,52164772.7776157,3128.58201054115,52.1647727776157,52.5231556808629,0.00031963362207885,0.0166736152678295,31,0.00990864228444436,39,52399,0.103233047715514,0.328869906498903,0.00259268861809697,0.0082966035779103,0.320974850920405,0.66658024371273,0
"05120204",410578,3018632666.01352,1,154,368,522,171175040.211657,3018.63266601352,171.175040211657,136.014562030901,0.00033127581611996,0.0567061511454837,5,0.0016563790805998,38.7,52365,0.144453963203198,0.100230892191108,0.00241545893719807,0.0558239398819109,0.0955448201825013,0.846215780998389,0
"05120205",170707,1548553119.75739,2,30,164,194,21450.3695201911,1548.55311975739,0.0214503695201911,110.236450930882,0.00129152818491195,1.38518784060515e-05,3,0.00193729227736793,39.55,45992,0.115805824568711,0.0799892631861495,0.00104547830632514,0.0277051751176163,0.0203868269733403,0.950862519602719,0
"05120206",149824,2101420360.1021,0,104,213,317,16887552.3215369,2101.4203601021,16.8875523215369,71.2965396379431,0,0.00803625616376744,1,0.000475868616763289,38.7,48387,0.11144388240597,0.174092934436665,0.00115651503469545,0.0188897455666924,0.204703161141095,0.772552043176561,0.00269853508095605
"05120207",159739,2954391136.92769,0,163,475,638,395807315.784103,2954.39113692769,395.807315784103,54.0683317125418,0,0.133972550498411,4,0.00135391686970726,38.4,45500,0.0790428871772148,0.142173219207892,0.00164383561643836,0.0128767123287671,0.478904109589041,0.487123287671233,0.0183561643835616
"05120208",310300,5254247979.08667,1,223,628,851,944110873.494108,5254.24797908667,944.110873494108,59.0569766092271,0.000190322193390999,0.179685252247691,38,0.00723224334885797,38.95,43374.5,0.132494324660787,0.222554770741051,0.0104744300677757,0.0141712877387554,0.676216882316697,0.296672828096118,0
"05120209",101848,2229185541.80429,1,242,455,697,259761590.627473,2229.18554180429,259.761590627473,45.688435569865,0.000448594332435247,0.116527577339849,9,0.00403734899191722,41.3,45255.5,0.0947679021230659,0.175138917472731,0.0163458045768253,0.0101707228478024,0.516890664729386,0.436614602252088,0.0130766436614603
"05130101",265883,6038401222.99709,7,53,2535,2588,934107769.348842,6038.40122299709,934.107769348842,44.0320194337852,0.00115924724798688,0.154694551562973,4,0.000662426998849647,39.3,27898,0.0591677467084221,0.131403231561242,0.00402576489533011,0.0165056360708535,0.884997316156736,0.0782340311325819,0
"05130102",95294,1977511658.08861,0,7,1051,1058,455486917.91838,1977.51165808861,455.48691791838,48.1888435955456,0,0.230333366711293,10,0.00505686020059454,38.9,32679,0.0804518786668331,0.144558108334731,0.00163331972233565,0.00898325847284606,0.796243364638628,0.189873417721519,0
"05130103",177941,4874848328.39107,1,15,1615,1630,382952996.158094,4874.84832839107,382.952996158094,36.5018535989465,0.000205134587301108,0.0785569048226135,4,0.000820538349204433,40.1,29434,0.0618921237033321,0.334359277892868,0.0376763485477178,0.0116182572614108,0.623734439834025,0.32564315352697,0.00033195020746888
"05130104",113358,3581063817.05344,1,12,1459,1471,1230119556.76916,3581.06381705344,1230.11955676916,31.6548393972138,0.000279246629238464,0.343506739788101,21,0.00586417921400774,39.3,28664,0.0517903637441675,0.402948149675291,0.0015819209039548,0.00474576271186441,0.935819209039549,0.047683615819209,0.000225988700564972
"05130105",82593,2452647174.43218,0,13,711,724,218686578.668029,2452.64717443218,218.686578668029,33.6750433821046,0,0.0891634887185344,1,0.000407722729312468,42.5,31977,0.063302974685736,0.346216880633707,0.0399735711925999,0.00429468120251074,0.745622728774365,0.207135777998018,0.000330360092500826
"05130106",112183,2063966067.4726,1,39,785,824,107211309.858003,2063.9660674726,107.211309858003,54.3531222571755,0.00048450408936448,0.0519443180523249,1,0.00048450408936448,40.2,34674,0.0907592108131677,0.270871026104937,0.0267400707825403,0.0141565080613449,0.727487219819111,0.231222965001966,0
"05130107",96471,2039105557.46413,1,13,878,891,73455612.7081257,2039.10555746413,73.4556127081257,47.3104492540215,0.000490411100268698,0.0360234478491033,0,0,40.2,37250,0.0692032609025063,0.245450303313112,0,0.017070265978563,0.449384676458912,0.51329892814609,0.00119094878920206
"05130108",190796,4653882340.37217,4,41,1531,1572,366499326.99305,4653.88234037217,366.49932699305,40.9971688250163,0.00085949744910829,0.0787513091626079,5,0.00107437181138536,40.3,36678,0.0970584089093558,0.373121202430444,0.0132242909344006,0.017574386636506,0.627979815555943,0.308160779537149,0.00104402296850531
"05130201",323494,2552946867.02174,4,50,999,1049,182637138.508426,2552.94686702174,182.637138508426,126.713957183679,0.0015668167840353,0.0715397335007955,0,0,39.4,52899.5,0.152071827012323,0.192145611046355,0.0392280923758304,0.0705472951597596,0.385004745333755,0.504587155963302,0
"05130202",655103,1676908385.07614,35,46,663,709,68509499.3240768,1676.90838507614,68.5094993240768,390.661174951579,0.0208717424943944,0.0408546465232006,98,0.0584408789843044,35.5,44502,0.207239419496647,0.0519572953736655,0.00772946859903382,0.299033816425121,0.545410628019324,0.145893719806763,0.00193236714975845
"05130203",480167,2423477752.13873,7,35,813,848,176856432.316957,2423.47775213873,176.856432316957,198.131383536016,0.00288841108354408,0.0729762970429089,38,0.0156799458820964,34.5,53899,0.194401028658715,0.0657078398195149,0.0318151373074347,0.15304755525787,0.369390488948426,0.441728064300067,0
"05130204",321859,2245661240.16758,3,71,1227,1298,66389618.4219791,2245.66124016758,66.3896184219791,143.324823104656,0.00133590941783193,0.02956350549873,435,0.19370686558563,39.3,70120,0.27849054133665,0.111519918802334,0,0.0797258297258297,0.569264069264069,0.3495670995671,0.000360750360750361
"05130205",270596,6044544630.51122,3,224,2182,2406,556314879.738782,6044.54463051122,556.314879738782,44.7669785800083,0.000496315303034875,0.0920358627067878,5,0.000827192171724791,38.5,40214,0.0968981823886685,0.216964006259781,0.0401498929336188,0.00936830835117773,0.608404710920771,0.334983940042826,0.00401498929336189
"05130206",334496,3765109478.40741,4,109,842,951,322874723.02017,3765.10947840741,322.87472302017,88.8409757852479,0.00106238610668286,0.0857544049839267,2,0.000531193053341432,35.4,48000,0.12241636323648,0.0707198806415517,0,0.041487532244196,0.185941530524506,0.769346517626828,0.0027944969905417
"05140101",883615,3267373718.59557,27,166,571,737,131017097.994308,3267.37371859557,131.017097994308,270.435853410674,0.00826351752979317,0.040098595776985,9,0.00275450584326439,38.25,44701,0.161070418207263,0.0780653684313534,0.0402867029164607,0.15002471576866,0.507414730598122,0.299307958477509,0.000494315373208107
"05140102",625419,3805474165.07963,4,238,1063,1301,287792957.756284,3805.47416507963,287.792957756284,164.347193771295,0.00105111737105074,0.0756260442909253,17,0.00446724882696563,38.05,52588,0.13696815888953,0.0660498831608565,0.00404772049424798,0.0911802300809544,0.370685982104814,0.52002556455049,0.011930123561994
"05140103",149340,3754208863.53339,1,100,1671,1771,128449224.602437,3754.20886353339,128.449224602437,39.7793531016929,0.000266367705247709,0.0342147251981988,2,0.000532735410495419,39.2,40938,0.0817532139281785,0.0847058823529412,0.000215563699073076,0.0045268376805346,0.536322483293813,0.450528131062729,0.00797585686570382
"05140104",245355,4916437733.15856,0,107,614,721,450336795.806158,4916.43773315856,450.336795806158,49.9050355799731,0,0.0915981896341113,15,0.0030509895200815,38.4,48509,0.0931673935836906,0.167764463137846,0.0173238739481934,0.00857944233624815,0.590661606995545,0.378815377000495,0.000989935654182478
"05140201",221278,3615625445.88605,2,259,606,865,203107974.40072,3615.62544588605,203.10797440072,61.2004764630074,0.000553154642241953,0.056175059458059,1,0.000276577321120977,41.3,46929,0.111105213219828,0.174467237602071,0.0333631885356023,0.0150022391401702,0.486341244961935,0.454769368562472,0.00738916256157636
"05140202",346094,2684242270.61372,9,200,375,575,94410763.7384426,2684.24227061372,94.4107637384426,128.935455561867,0.00335290152402758,0.0351722215136925,2,0.000745089227561685,39.25,39975.5,0.130410250177954,0.0471163245356794,0.0441754916792738,0.0623298033282904,0.131618759455371,0.72072617246596,0.0384266263237519
"05140203",66592,2706828976.74705,0,192,1241,1433,500920751.405609,2706.82897674705,500.920751405609,24.6014803934999,0,0.185058145789319,38,0.0140385670193566,42.9,36941,0.0789542597765363,0.317197452229299,0.0412556053811659,0.00269058295964125,0.605381165919282,0.335127055306427,0.0137518684603886
"05140204",85674,3049396666.5453,1,371,1367,1738,225094421.816013,3049.3966665453,225.094421816013,28.095393734742,0.000327933722421528,0.0738160516424468,41,0.0134452826192827,42.8,39760,0.0938683066342641,0.312510523657181,0.00559105431309904,0.0167731629392971,0.322949946751863,0.632854100106496,0.0199680511182109
"05140205",92720,2442044314.17843,0,115,1724,1839,73017829.1969456,2442.04431417843,73.0178291969456,37.9681889725222,0,0.0299002883661883,1,0.000409492978564735,40,37703.5,0.0682434372109343,0.0988671472708548,0.00531032193826751,0.00597411218055095,0.58479920345171,0.353468304015931,0.0471291072021241
"05140206",125167,2392028552.24299,1,214,1128,1342,179472616.561446,2392.02855224299,179.472616561446,52.3267165363188,0.000418055210529283,0.0750294625008367,35,0.0146319323685249,42.15,38727.5,0.10724498980301,0.177297548507029,0.0585052417991207,0.0321271559012513,0.263780858978695,0.587081501521813,0.0581670612106865
"06010101",121078,1882220133.75925,0,12,978,990,261361576.516217,1882.22013375925,261.361576516217,64.327226039272,0,0.138858134512787,10,0.00531287484425511,43.6,37656,0.1009405325852,0.296291283161884,0.0012914334911752,0.00516573396470081,0.791218252260008,0.20103314679294,0
"06010102",353414,3054444244.27243,7,12,1422,1434,680844473.752905,3054.44424427243,680.844473752905,115.704845705633,0.00229174260198925,0.222902897975498,16,0.00523826880454687,43,37065,0.124619414301751,0.260461868422365,0.012987012987013,0.0670553935860059,0.544659422210443,0.373972965809701,0
"06010103",254490,2248987891.74059,6,7,1158,1165,479301461.01077,2248.98789174059,479.30146101077,113.157567870692,0.00266786674220657,0.213118737886942,74,0.0329036898205478,42.3,33575,0.14148458169875,0.533359624278493,0.0155010814708003,0.0602018745493872,0.786229271809662,0.137707281903389,0
"06010104",290614,2589966673.91811,3,26,848,874,76452219.4788768,2589.96667391811,76.4522194788768,112.207621405552,0.00115831606260076,0.0295186112812871,4,0.00154442141680101,41.5,37324,0.0934055318031617,0.197587170810652,0.0488415779586725,0.0535378835316218,0.464621164683783,0.43143393863494,0
"06010105",478449,4867989193.61296,9,109,2427,2536,1091248409.4519,4867.98919361296,1091.2484094519,98.2847292733822,0.00184881264975042,0.224168207046078,339,0.0696386098072659,42.9,41373,0.16753307438451,0.430738091277103,0.000831255195344971,0.0997506234413965,0.774563591022444,0.12402327514547,0
"06010106",139450,1785601205.07763,1,5,1167,1172,668745166.740086,1785.60120507763,668.745166740086,78.0969455012982,0.00056003546433344,0.374521009976028,91,0.050963227254343,43.5,40042,0.10252422052111,0.571411792342025,0,0.0469102390617952,0.860171402796572,0.0911141181777176,0
"06010107",193373,2063043188.75072,1,15,938,953,331321647.406263,2063.04318875072,331.321647406263,93.7319204243598,0.000484720826715001,0.16059850283934,13,0.00630137074729501,41.1,40321,0.0919619182675618,0.488283663672228,0.0590783773139031,0.0397794407246947,0.62820007877117,0.271760535643954,0
"06010108",284951,4553464210.82258,2,16,2193,2209,705023346.235992,4553.46421082258,705.023346235992,62.5789479848627,0.000439226028228451,0.154832302087783,47,0.0103218116633686,42.4,37188,0.10627071169323,0.436906541678452,0.000356061954780132,0.0172690048068364,0.583407512907246,0.397721203489407,0
"06010201",610403,3505888601.05468,9,56,1477,1533,423154180.845296,3505.88860105468,423.154180845296,174.107927963362,0.00256710951890842,0.120698125068206,3,0.000855703172969474,40.15,44848,0.174366660290696,0.246655629139073,0.0678827060725006,0.134841837912722,0.526668205957053,0.255830062341261,0
"06010202",87741,2168556637.46504,0,25,882,907,1119032787.86486,2168.55663746504,1119.03278786486,40.4605526478505,0,0.516026544353006,44,0.0202899934637789,45.95,36185.5,0.13140942217595,0.749906448796308,0.018677624206201,0.0246544639521853,0.92939858050056,0.0268957788569294,0
"06010203",84401,1900622167.94434,2,16,803,819,834644394.285357,1900.62216794434,834.644394285357,44.4070375603825,0.00105228700040006,0.43914272303163,82,0.0431437670164023,42.85,38054,0.141275202841522,0.753325731660965,0.00768245838668374,0.0153649167733675,0.968416559965856,0.00768245838668374,0
"06010204",130026,2732563919.67418,1,18,1177,1195,1295118036.82204,2732.56391967418,1295.11803682204,47.58388232525,0.000365956672705843,0.473957087516718,6,0.00219574003623506,41.8,38724,0.116058662969542,0.526645483431684,0.041136430896715,0.0130216040248594,0.742527374963007,0.199763243563184,0
"06010205",281097,5091260061.89304,3,27,1846,1873,499336078.475833,5091.26006189304,499.336078475833,55.2116758096781,0.000589245091299566,0.0980771110502199,64,0.0125705619477241,41.7,32778,0.0707083463835032,0.362319504927802,0.0186187141947804,0.0135264162953533,0.777530235518778,0.176161680458307,0
"06010206",140332,2451938066.40832,2,12,821,833,261841040.595342,2451.93806640832,261.841040595342,57.2330932508271,0.000815681287957516,0.106789418616472,77,0.0314037295863644,40.65,30803,0.0644200467622243,0.448370497427101,0.0118811881188119,0.0108910891089109,0.736963696369637,0.151485148514851,0
"06010207",299575,1647776154.63394,1,26,682,708,162707490.341544,1647.77615463394,162.707490341544,181.805640989235,0.000606878547906984,0.0987436854720659,0,0,39.85,48947,0.159317492976885,0.154064445258147,0.0152184585174276,0.114874815905744,0.685812469317624,0.181148748159057,0.000490918016691213
"06010208",118788,2243564875.81342,3,31,1069,1100,454880179.57217,2243.56487581342,454.88017957217,52.9460954218819,0.00133715767809582,0.202748841576177,13,0.0057943499384152,43.5,34321,0.076954444832809,0.375894683026585,0.00578452639190166,0.0339840925524222,0.805495300072306,0.140636297903109,0
"06020001",628086,4827194248.14307,14,70,2293,2363,394970815.601821,4827.19424814307,394.970815601821,130.114092724073,0.00290023547434113,0.0818220264812751,120,0.0248591612086383,39.1,41418.5,0.14055566387668,0.14770942408377,0.0389719469175206,0.103645220897027,0.599529648916513,0.235679489333109,0.000839912649084495
"06020002",330490,5325133598.97612,9,45,2491,2536,1387358002.52746,5325.13359897612,1387.35800252746,62.0622926838013,0.00169009844217438,0.260530177645536,139,0.0261026314958043,42.6,39123,0.110059314435478,0.583768418610048,0.0199391171993912,0.0345509893455099,0.721765601217656,0.216286149162861,0
"06020003",82149,1655283772.46985,0,14,684,698,783050905.100478,1655.28377246985,783.050905100478,49.6283485443861,0,0.473061427970195,27,0.0163114025818747,46.9,37760,0.0985743039248574,0.692948441763608,0.0147492625368732,0.00639134709931171,0.92527040314651,0.0511307767944936,0
"06020004",66694,1558087625.2477,0,13,750,763,14073528.1734576,1558.0876252477,14.0735281734576,42.8050379961122,0,0.00903256527130188,0,0,42,34321,0.0604412015702338,0.306994016917681,0,0.0130005200208008,0.703068122724909,0.255850234009361,0.00104004160166407
"06030001",243675,5173573962.25481,2,129,2240,2369,418937955.658207,5173.57396225481,418.937955658207,47.0999355141718,0.000386579957026136,0.0809765084474834,1453,0.280850338779488,39.9,37000,0.0778879742042651,0.222215080028283,0.0627444844312314,0.0178375841026443,0.444061962134251,0.445939602566108,0.0153340635268346
"06030002",694665,7493159171.55218,10,253,3265,3518,474017911.06901,7493.15917155218,474.01791106901,92.7065586218026,0.00133455059088629,0.0632600883307833,5103,0.681021166529275,38.65,44630.5,0.171156422727801,0.141055113468907,0.0345647007993087,0.0713977100885721,0.326852451933463,0.517714409159646,0.0474184489090517
"06030003",160266,3324363602.24886,2,32,1617,1649,156295378.443529,3324.36360224886,156.295378443529,48.2095279504274,0.000601618907945883,0.0470151274480922,3,0.000902428361918824,40.7,39020,0.0987026808815164,0.236775015933716,0.0195217179111762,0.0156173743289409,0.455344070278185,0.500976085895559,0.00488042947779405
"06030004",112234,2496927968.22363,2,19,1238,1257,9396943.52973883,2496.92796822363,9.39694352973883,44.9488336981726,0.000800984259639193,0.00376340192801958,117,0.0468575791888928,41,38486.5,0.0781910341649661,0.209369162235953,0.00879765395894428,0.00391006842619745,0.491365265558814,0.492994460736396,0.00162919517758227
"06030005",283711,5911389867.10849,4,153,2468,2621,267144607.052823,5911.38986710849,267.144607052823,47.9939585068807,0.000676659819420195,0.0451915053918605,621,0.105051436964985,40.5,36023,0.0976952896544228,0.227476788082849,0.039041095890411,0.0286301369863014,0.448356164383562,0.419589041095891,0.0335616438356164
"06030006",87896,2444269086.47848,0,32,1365,1397,214716801.052024,2444.26908647848,214.716801052024,35.9600342230053,0,0.0878449931064554,169,0.069141323651678,41.9,34188,0.0700622109850627,0.252310663539799,0.026578073089701,0.0119601328903654,0.650498338870431,0.223920265780731,0.0215946843853821
"06040001",148659,5403436298.8151,3,94,3445,3539,324477417.317206,5403.4362988151,324.477417317206,27.5119371783098,0.000555202251696362,0.0600501975730443,2,0.000370134834464241,42.3,35382,0.0744888957078746,0.365159454039718,0.024287856071964,0.00854572713643178,0.687706146926537,0.202248875562219,0.0346326836581709
"06040002",205396,3058982601.28448,2,26,1388,1414,141370620.219094,3058.98260128448,141.370620219094,67.145200470821,0.000653812152824992,0.0462149147758251,66,0.0215758010432247,39.3,44016,0.1061099766839,0.115575061895116,0.00476064533192277,0.0322665961385877,0.316582914572865,0.639777836551177,0.00476064533192277
"06040003",204550,4005755362.61559,3,94,2534,2628,92310764.8041132,4005.75536261559,92.3107648041132,51.0640270019978,0.000748922419975524,0.0230445337889626,204,0.0509267245583356,39.45,44247,0.121829891831569,0.141687233565178,0.0024232633279483,0.0232229402261713,0.719103392568659,0.247576736672052,0.00100969305331179
"06040004",56327,1975221543.48724,1,16,1350,1366,100786706.054733,1975.22154348724,100.786706054733,28.5168011586969,0.00050627232337417,0.0510255198395592,3,0.00151881697012251,41.55,35988,0.0620553258161457,0.272299465240642,0.000410340582683627,0.00410340582683627,0.749692244562987,0.185063602790316,0.000820681165367255
"06040005",146060,4700860906.65465,1,77,2301,2378,465533833.415524,4700.86090665465,465.533833415524,31.0709044365116,0.000212726991897245,0.0990316120088776,13,0.00276545089466419,43.8,37180.5,0.0846577164390559,0.422571656050955,0.113558155540262,0.00739848589125946,0.685650378527185,0.134377150722643,0.0512732278045424
"06040006",138451,1807448715.11597,4,62,1385,1447,72595701.8295894,1807.44871511597,72.5957018295894,76.6002370314096,0.00221306417523628,0.0401647367487998,10,0.0055326604380907,41.05,40638.5,0.117692675412971,0.188465204957102,0.014336917562724,0.0483870967741936,0.287186379928315,0.574372759856631,0.0752688172043011
"07010101",89608,4975361916.51063,4,893,659,1552,1906076308.82737,4975.36191651063,1906.07630882737,18.0103480919926,0.000803961614676932,0.383103046735575,65,0.0130643762385001,42.1,46806,0.168683913014564,0.795201371036847,0.157766199934875,0.00797785737544774,0.437316834907196,0.061055030934549,0.323347443829371
"07010102",38086,3473870666.7955,0,726,252,978,1662233505.38112,3473.8706667955,1662.23350538112,10.9635630261194,0,0.478496082559821,62,0.0178475268502706,48.85,46111,0.160450124827663,0.898889186295503,0.206334420121099,0.00116441546343735,0.508616674429437,0.0270144387517466,0.255472752678155
"07010103",65430,5397818549.77519,1,910,1027,1937,2259088627.00487,5397.81854977519,2259.08862700487,12.1215634420918,0.000185260025096925,0.4185188157351,76,0.0140797619073663,45.4,44436,0.130799459139694,0.863078258712638,0.0603060306030603,0.00555055505550555,0.359435943594359,0.0331533153315332,0.502550255025502
"07010104",111351,4358346034.73108,1,752,677,1429,824780487.944671,4358.34603473108,824.780487944671,25.5489121590298,0.00022944483802597,0.189241625463445,89,0.0204205905843113,42.45,45200.5,0.12951791564824,0.864919941775837,0.063849590469099,0.0120997766195086,0.38849590469099,0.24367088607595,0.290208488458675
"07010105",33212,2028204937.30265,0,746,253,999,661450641.353493,2028.20493730265,661.450641353493,16.3750710735224,0,0.326126137052585,68,0.0335271839395256,48.9,41581,0.153099510603589,0.920119789756753,0.134078212290503,0.00638467677573823,0.569433359936153,0.0458898643256185,0.240223463687151
"07010106",101870,5136780177.04563,0,1194,568,1762,789042562.231374,5136.78017704563,789.042562231374,19.8314890824449,0,0.153606448988671,106,0.020635494676933,43.2,44062.5,0.147514933102538,0.862038582823224,0.0720820189274448,0.00615141955835962,0.46230283911672,0.229968454258675,0.217665615141956
"07010107",48529,2315270640.11473,0,138,360,498,67858385.279714,2315.27064011473,67.858385279714,20.9604005506653,0,0.0293090510042279,5,0.00215957474403607,43.95,41228.5,0.106540676214381,0.803963501568292,0.012216404886562,0.00593368237347295,0.141710296684118,0.565445026178011,0.273996509598604
"07010108",74785,2287184485.26438,1,302,378,680,83582897.9850756,2287.18448526438,83.5828979850756,32.6974061260981,0.00043721877550442,0.0365440123101456,43,0.0188004073466901,42.4,45200.5,0.120761927043731,0.756890985845543,0.087849805171803,0.0145235565001771,0.175345377258236,0.582359192348565,0.139922068721218
"07010201",129422,2654866886.10556,1,234,612,846,47962773.7187547,2654.86688610556,47.9627737187547,48.7489601370749,0.000376666719236875,0.018065980622144,24,0.009040001261685,37.5,56319,0.14223475756121,0.646824738849279,0.0258909533962839,0.0134023758757234,0.146816935729516,0.682911970758453,0.130977764240024
"07010202",137445,2700884491.5397,1,351,992,1343,81845134.6015545,2700.8844915397,81.8451346015545,50.8888848932767,0.000370249080674282,0.0303030858438884,77,0.0285091792119197,40.1,54167,0.134344371304999,0.611482340106368,0.0479472580161822,0.0161821995804615,0.0614324243332334,0.835181300569373,0.038957147138148
"07010203",303535,2905025708.22244,6,373,676,1049,274253772.631656,2905.02570822244,274.253772631656,104.486166556416,0.00206538619710576,0.0944066594162671,74,0.025473096430971,33.75,61562.5,0.170488636608896,0.402193419740778,0.0422732362821948,0.049552071668533,0.137178051511759,0.691489361702128,0.0781075027995521
